order_id,customers_name,city,state,order_date,sales_units,total_revenues,product_name,category_name,store_name,sales_rep
537,"Agatha Daniels","South El Monte",CA,2016-10-31,2,799.9840,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
540,"Lorrie Justice",Pomona,CA,2016-11-03,1,404.1000,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
540,"Lorrie Justice",Pomona,CA,2016-11-03,2,1079.9820,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
540,"Lorrie Justice",Pomona,CA,2016-11-03,2,557.9814,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
541,"Zulema Clemons",Oakland,CA,2016-11-04,2,512.9810,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
554,"Katharina Bates",Campbell,CA,2016-11-13,2,1859.9814,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
554,"Katharina Bates",Campbell,CA,2016-11-13,1,256.4905,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
554,"Katharina Bates",Campbell,CA,2016-11-13,2,4639.9840,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
559,"Christel Barber",Sacramento,CA,2016-11-16,2,953.9820,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
559,"Christel Barber",Sacramento,CA,2016-11-16,1,422.9910,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
559,"Christel Barber",Sacramento,CA,2016-11-16,2,7439.9814,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
566,"Jennie Middleton",Upland,CA,2016-11-22,2,1022.9814,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
566,"Jennie Middleton",Upland,CA,2016-11-22,2,6399.9840,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
566,"Jennie Middleton",Upland,CA,2016-11-22,1,1619.9910,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
566,"Jennie Middleton",Upland,CA,2016-11-22,2,431.9840,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
567,"Tayna Wade",Bakersfield,CA,2016-11-22,1,2399.9920,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
567,"Tayna Wade",Bakersfield,CA,2016-11-22,1,1228.5207,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
568,"Lenita Bonner","Los Banos",CA,2016-11-23,1,1254.9405,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
568,"Lenita Bonner","Los Banos",CA,2016-11-23,1,1471.5500,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
571,"Charolette Rice",Sacramento,CA,2016-11-24,1,2754.9905,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
571,"Charolette Rice",Sacramento,CA,2016-11-24,1,2699.9910,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
575,"Deloris Burke","Palos Verdes Peninsula",CA,2016-11-27,2,5393.9814,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
575,"Deloris Burke","Palos Verdes Peninsula",CA,2016-11-27,1,439.9920,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
576,"Houston Vasquez",Fullerton,CA,2016-11-27,1,2699.9910,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
580,"Vonda Berger","Santa Clara",CA,2016-11-30,2,959.9840,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
580,"Vonda Berger","Santa Clara",CA,2016-11-30,1,492.8907,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
580,"Vonda Berger","Santa Clara",CA,2016-11-30,2,431.9840,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
580,"Vonda Berger","Santa Clara",CA,2016-11-30,2,5579.9814,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
580,"Vonda Berger","Santa Clara",CA,2016-11-30,1,359.2000,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
581,"Pearlie Cochran",Campbell,CA,2016-12-03,2,3347.9814,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
582,"Araceli Golden",Fullerton,CA,2016-12-04,2,2478.4000,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
582,"Araceli Golden",Fullerton,CA,2016-12-04,2,797.9400,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
587,"Grace Madden","San Pablo",CA,2016-12-06,1,522.4905,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
587,"Grace Madden","San Pablo",CA,2016-12-06,1,284.9905,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
587,"Grace Madden","San Pablo",CA,2016-12-06,1,426.5500,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
587,"Grace Madden","San Pablo",CA,2016-12-06,1,215.9920,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
595,"Sherie Ayala","South El Monte",CA,2016-12-08,1,2696.9907,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
595,"Sherie Ayala","South El Monte",CA,2016-12-08,2,835.1400,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
595,"Sherie Ayala","South El Monte",CA,2016-12-08,1,929.9907,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
595,"Sherie Ayala","South El Monte",CA,2016-12-08,1,1440.5700,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
595,"Sherie Ayala","South El Monte",CA,2016-12-08,2,1139.9810,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
596,"Aileen Marquez",Torrance,CA,2016-12-08,1,1254.9405,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
596,"Aileen Marquez",Torrance,CA,2016-12-08,2,539.9820,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
596,"Aileen Marquez",Torrance,CA,2016-12-08,1,2849.9905,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
598,"Ronna Butler",Encino,CA,2016-12-09,2,5509.9810,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
598,"Ronna Butler",Encino,CA,2016-12-09,2,1115.9814,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
598,"Ronna Butler",Encino,CA,2016-12-09,1,242.9910,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
608,"Ardelia Cooley","Canyon Country",CA,2016-12-12,2,4639.9840,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
608,"Ardelia Cooley","Canyon Country",CA,2016-12-12,2,7199.9820,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
608,"Ardelia Cooley","Canyon Country",CA,2016-12-12,1,494.9910,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
614,"Eun Harris","San Diego",CA,2016-12-18,1,404.1000,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
614,"Eun Harris","San Diego",CA,2016-12-18,1,256.4905,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
625,"Carmela Hays",Lawndale,CA,2016-12-25,1,398.9700,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
625,"Carmela Hays",Lawndale,CA,2016-12-25,2,2689.5840,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
625,"Carmela Hays",Lawndale,CA,2016-12-25,1,557.9907,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
625,"Carmela Hays",Lawndale,CA,2016-12-25,2,539.9820,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
628,"Kandace Hughes","San Lorenzo",CA,2016-12-26,2,953.9820,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
629,"Margaretta Clayton",Ridgecrest,CA,2016-12-26,1,426.5500,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
629,"Margaretta Clayton",Ridgecrest,CA,2016-12-26,2,2509.8810,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
629,"Margaretta Clayton",Ridgecrest,CA,2016-12-26,2,539.9820,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
629,"Margaretta Clayton",Ridgecrest,CA,2016-12-26,2,512.9810,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
629,"Margaretta Clayton",Ridgecrest,CA,2016-12-26,2,845.9820,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
631,"Lean Stark",Upland,CA,2016-12-27,2,1022.9814,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
631,"Lean Stark",Upland,CA,2016-12-27,2,985.7814,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
636,"Mia Delgado",Coachella,CA,2017-01-03,2,527.9840,"Haro Downtown 16 - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
641,"Adam Henderson","Los Banos",CA,2017-01-07,1,503.4905,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
641,"Adam Henderson","Los Banos",CA,2017-01-07,1,2799.9920,"Trek Boone 7 - 2017","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
641,"Adam Henderson","Los Banos",CA,2017-01-07,1,391.9920,"Electra Townie Original 7D - 2017","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
643,"Lonna Franks",Ontario,CA,2017-01-08,1,712.4905,"Surly Ogre Frameset - 2017","Road Bikes","Santa Cruz Bikes","Genna Serrano"
646,"Annis Sanchez","Los Angeles",CA,2017-01-09,2,847.9840,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
646,"Annis Sanchez","Los Angeles",CA,2017-01-09,1,2696.9907,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
646,"Annis Sanchez","Los Angeles",CA,2017-01-09,1,284.9905,"Electra Girl's Hawaii 1 16" - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
646,"Annis Sanchez","Los Angeles",CA,2017-01-09,1,439.9920,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
649,"Ara Vazquez","San Carlos",CA,2017-01-10,2,629.9820,"Electra Savannah 3i (20-inch) - Girl's - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
649,"Ara Vazquez","San Carlos",CA,2017-01-10,1,195.2907,"Trek Precaliber 16 Girls - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
649,"Ara Vazquez","San Carlos",CA,2017-01-10,2,3025.7820,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
649,"Ara Vazquez","San Carlos",CA,2017-01-10,1,615.5905,"Sun Bicycles Biscayne Tandem CB - 2017","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
650,"Hue Dalton","Apple Valley",CA,2017-01-11,1,799.9920,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
653,"Barbra Dickerson",Ridgecrest,CA,2017-01-14,1,437.0907,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
653,"Barbra Dickerson",Ridgecrest,CA,2017-01-14,1,4769.9910,"Trek Fuel EX 9.8 27.5 Plus - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
653,"Barbra Dickerson",Ridgecrest,CA,2017-01-14,2,1349.9820,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
653,"Barbra Dickerson",Ridgecrest,CA,2017-01-14,1,609.5920,"Sun Bicycles Brickell Tandem CB - 2017","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
653,"Barbra Dickerson",Ridgecrest,CA,2017-01-14,2,353.3814,"Trek Precaliber 12 Girls - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
655,"Kanesha Hudson",Oakland,CA,2017-01-16,1,225.8910,"Sun Bicycles Revolutions 24 - Girl's - 2017","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
657,"Mable Pratt",Coachella,CA,2017-01-17,1,832.1905,"Surly Steamroller - 2017","Road Bikes","Santa Cruz Bikes","Mireya Copeland"
657,"Mable Pratt",Coachella,CA,2017-01-17,2,6079.9810,"Trek Domane SL Disc Frameset - 2017","Road Bikes","Santa Cruz Bikes","Mireya Copeland"
662,"Caleb England",Pleasanton,CA,2017-01-19,2,4859.9820,"Trek Domane S 6 - 2017","Road Bikes","Santa Cruz Bikes","Genna Serrano"
662,"Caleb England",Pleasanton,CA,2017-01-19,2,479.9840,"Electra Girl's Hawaii 1 16" - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
662,"Caleb England",Pleasanton,CA,2017-01-19,2,911.3814,"Electra Townie Original 7D - 2017","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
662,"Caleb England",Pleasanton,CA,2017-01-19,1,251.0907,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
662,"Caleb England",Pleasanton,CA,2017-01-19,2,836.9814,"Sun Bicycles Cruz 3 - 2017","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
663,"Herta Rollins","Mountain View",CA,2017-01-20,2,2792.9810,"Haro Shift R3 - 2017","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
663,"Herta Rollins","Mountain View",CA,2017-01-20,2,686.4000,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
663,"Herta Rollins","Mountain View",CA,2017-01-20,1,237.4905,"Haro Shredder Pro 20 - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
663,"Herta Rollins","Mountain View",CA,2017-01-20,1,387.8007,"Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
663,"Herta Rollins","Mountain View",CA,2017-01-20,1,359.9920,"Sun Bicycles Cruz 3 - 2017","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
679,"Zina Bonner","San Lorenzo",CA,2017-01-29,2,847.9840,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
679,"Zina Bonner","San Lorenzo",CA,2017-01-29,2,284.9810,"Trek Boy's Kickster - 2015/2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
680,"Delila Hamilton","Palos Verdes Peninsula",CA,2017-01-29,2,2089.9810,"Electra Amsterdam Fashion 7i Ladies' - 2017","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
680,"Delila Hamilton","Palos Verdes Peninsula",CA,2017-01-29,1,3199.9920,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
680,"Delila Hamilton","Palos Verdes Peninsula",CA,2017-01-29,1,5579.9907,"Trek Silque SLR 7 Women's - 2017","Road Bikes","Santa Cruz Bikes","Genna Serrano"
687,"Selene Austin",Duarte,CA,2017-02-02,2,2849.9810,"Trek Emonda S 4 - 2017","Road Bikes","Santa Cruz Bikes","Genna Serrano"
687,"Selene Austin",Duarte,CA,2017-02-02,1,278.9907,"Electra Girl's Hawaii 1 16" - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
687,"Selene Austin",Duarte,CA,2017-02-02,2,2113.5840,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
687,"Selene Austin",Duarte,CA,2017-02-02,1,139.4907,"Trek Boy's Kickster - 2015/2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
690,"Collen Dennis","San Pablo",CA,2017-02-03,1,87.9920,"Sun Bicycles Lil Kitt'n - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
690,"Collen Dennis","San Pablo",CA,2017-02-03,2,3126.6414,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
690,"Collen Dennis","San Pablo",CA,2017-02-03,1,313.4905,"Haro Downtown 16 - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
690,"Collen Dennis","San Pablo",CA,2017-02-03,2,667.1840,"Sun Bicycles Cruz 7 - Women's - 2017","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
692,"Kasha Todd",Campbell,CA,2017-02-05,1,2079.9920,"Trek Domane S 5 Disc - 2017","Road Bikes","Santa Cruz Bikes","Genna Serrano"
692,"Kasha Todd",Campbell,CA,2017-02-05,1,557.9907,"Electra Cruiser Lux Fat Tire 1 Ladies - 2017","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
692,"Kasha Todd",Campbell,CA,2017-02-05,2,985.7814,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
692,"Kasha Todd",Campbell,CA,2017-02-05,2,9899.9820,"Trek Domane SLR 6 Disc - 2017","Road Bikes","Santa Cruz Bikes","Genna Serrano"
693,"Lise Hebert",Vista,CA,2017-02-05,2,771.1840,"Sun Bicycles Streamway - 2017","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
693,"Lise Hebert",Vista,CA,2017-02-05,1,215.9920,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
693,"Lise Hebert",Vista,CA,2017-02-05,2,2509.8810,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
693,"Lise Hebert",Vista,CA,2017-02-05,1,1518.6807,"Surly Wednesday - 2017","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
697,"Alejandro Norman",Upland,CA,2017-02-06,2,2509.8810,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
702,"Dorothea Miranda",Upland,CA,2017-02-08,2,949.9810,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
702,"Dorothea Miranda",Upland,CA,2017-02-08,1,433.7910,"Sun Bicycles Streamway - 2017","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
702,"Dorothea Miranda",Upland,CA,2017-02-08,2,1859.9814,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
706,"Roy Chan",Pomona,CA,2017-02-09,1,899.9910,"Surly Big Dummy Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
706,"Roy Chan",Pomona,CA,2017-02-09,2,569.9810,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
706,"Roy Chan",Pomona,CA,2017-02-09,1,1247.9920,"Sun Bicycles ElectroLite - 2017","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
708,"Shara Pope",Ridgecrest,CA,2017-02-10,1,437.0907,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
708,"Shara Pope",Ridgecrest,CA,2017-02-10,1,4769.9910,"Trek Remedy 9.8 - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
708,"Shara Pope",Ridgecrest,CA,2017-02-10,2,751.9840,"Trek Session DH 27.5 Carbon Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
728,"Hubert Stone",Ridgecrest,CA,2017-02-20,1,626.9905,"Electra Amsterdam Original 3i - 2015/2017","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
728,"Hubert Stone",Ridgecrest,CA,2017-02-20,1,4949.9910,"Trek Domane SLR 6 Disc - 2017","Road Bikes","Santa Cruz Bikes","Genna Serrano"
728,"Hubert Stone",Ridgecrest,CA,2017-02-20,1,314.9910,"Trek Precaliber 24 (21-Speed) - Girls - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
728,"Hubert Stone",Ridgecrest,CA,2017-02-20,1,4649.9907,"Trek Madone 9.2 - 2017","Road Bikes","Santa Cruz Bikes","Genna Serrano"
738,"Jeni Booker","South El Monte",CA,2017-02-28,2,1227.5814,"Electra Amsterdam Original 3i Ladies' - 2017","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
738,"Jeni Booker","South El Monte",CA,2017-02-28,2,879.9840,"Haro Flightline Two 26 Plus - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
738,"Jeni Booker","South El Monte",CA,2017-02-28,1,449.9910,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
738,"Jeni Booker","South El Monte",CA,2017-02-28,1,3254.9907,"Trek Boone Race Shop Limited - 2017","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
746,"Vernita Ball","Los Banos",CA,2017-03-02,1,269.9910,"Electra Sugar Skulls 1 (20-inch) - Girl's - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
747,"Yan Mcgowan",Duarte,CA,2017-03-03,1,438.0207,"Sun Bicycles Drifter 7 - 2017","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
747,"Yan Mcgowan",Duarte,CA,2017-03-03,1,119.9920,"Trek Girl's Kickster - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
747,"Yan Mcgowan",Duarte,CA,2017-03-03,2,845.9820,"Surly Wednesday Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
747,"Yan Mcgowan",Duarte,CA,2017-03-03,1,1022.9907,"Electra Amsterdam Fashion 7i Ladies' - 2017","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
751,"Hilary Savage",Oxnard,CA,2017-03-05,2,1652.9810,"Haro SR 1.2 - 2017","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
754,"Ann Heath","South El Monte",CA,2017-03-06,2,818.3814,"Electra Cruiser Lux 1 - 2017","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
754,"Ann Heath","South El Monte",CA,2017-03-06,2,1022.9814,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
754,"Ann Heath","South El Monte",CA,2017-03-06,1,949.9905,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
754,"Ann Heath","South El Monte",CA,2017-03-06,2,476.8810,"Sun Bicycles Revolutions 24 - Girl's - 2017","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
754,"Ann Heath","South El Monte",CA,2017-03-06,1,3199.9920,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
764,"Alysia Nicholson",Oxnard,CA,2017-03-09,1,2510.9907,"Trek Domane S 6 - 2017","Road Bikes","Santa Cruz Bikes","Mireya Copeland"
764,"Alysia Nicholson",Oxnard,CA,2017-03-09,2,569.9810,"Electra Girl's Hawaii 1 16" - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
764,"Alysia Nicholson",Oxnard,CA,2017-03-09,2,2045.9814,"Electra Amsterdam Fashion 7i Ladies' - 2017","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
765,"Tuyet Rosa","South El Monte",CA,2017-03-09,2,3999.9840,"Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
765,"Tuyet Rosa","South El Monte",CA,2017-03-09,1,511.4907,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
765,"Tuyet Rosa","South El Monte",CA,2017-03-09,1,399.9920,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
765,"Tuyet Rosa","South El Monte",CA,2017-03-09,1,599.9920,"Surly Ogre Frameset - 2017","Road Bikes","Santa Cruz Bikes","Mireya Copeland"
765,"Tuyet Rosa","South El Monte",CA,2017-03-09,1,329.6405,"Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
771,"Jennette Baker",Banning,CA,2017-03-11,2,431.9840,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
771,"Jennette Baker",Banning,CA,2017-03-11,1,151.9920,"Trek Precaliber 12 Girls - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
783,"Jama Rodriquez",Upland,CA,2017-03-16,1,167.9920,"Haro Shredder 20 - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
783,"Jama Rodriquez",Upland,CA,2017-03-16,2,512.9810,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
783,"Jama Rodriquez",Upland,CA,2017-03-16,1,237.4905,"Haro Shredder Pro 20 - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
783,"Jama Rodriquez",Upland,CA,2017-03-16,1,899.9910,"Trek X-Caliber 8 - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
785,"Donette Mccarthy","Redondo Beach",CA,2017-03-18,2,4159.9840,"Trek Domane S 5 Disc - 2017","Road Bikes","Santa Cruz Bikes","Mireya Copeland"
